station_name,station_link,type,bus_number
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,outbound,122
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,122
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,outbound,122
Lat Phrao,http://www.transitbangkok.com/stations/Mrt/Lat%20Phrao,outbound,122
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,outbound,122
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,outbound,122
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,outbound,122
Rajamangala Stadium,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rajamangala%20Stadium,outbound,122
Wat Thepleela School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thepleela%20School,outbound,122
Sri Wichai Hospital 3,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sri%20Wichai%20Hospital%203,inbound,123
Pak Thang Khlong Kwang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Thang%20Khlong%20Kwang,inbound,123
Mooban Sethakit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mooban%20Sethakit,inbound,123
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,123
Major Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Major%20Pinklao,inbound,123
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,inbound,123
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,inbound,123
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,inbound,123
Bus Stop for Tha Chang-Wat Rakhang Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20Stop%20for%20Tha%20Chang-Wat%20Rakhang%20Pier,inbound,123
Grand Palace (Maharat Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Grand%20Palace%20%28Maharat%20Road%29,inbound,123
Bus stop for Tha Thian Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Tha%20Thian%20Pier,inbound,123
Bus Stop for Tha Chang-Wat Rakhang Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20Stop%20for%20Tha%20Chang-Wat%20Rakhang%20Pier,outbound,123
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,outbound,123
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,outbound,123
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,outbound,123
Central Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20Pinklao,outbound,123
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,123
Mooban Sethakit,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mooban%20Sethakit,outbound,123
Pak Thang Khlong Kwang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Thang%20Khlong%20Kwang,outbound,123
Sri Wichai Hospital 3,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sri%20Wichai%20Hospital%203,outbound,123
Mahidol University Salaya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahidol%20University%20Salaya,inbound,124
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,124
Major Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Major%20Pinklao,inbound,124
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,inbound,124
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,inbound,124
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,inbound,124
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,outbound,124
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,outbound,124
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,outbound,124
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,outbound,124
Central Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20Pinklao,outbound,124
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,124
Mahidol University Salaya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahidol%20University%20Salaya,outbound,124
Mahidol University Salaya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahidol%20University%20Salaya,inbound,125
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,125
Suan Chitralada,http://www.transitbangkok.com/stations/Bangkok%20Bus/Suan%20Chitralada,inbound,125
Suan Chitralada,http://www.transitbangkok.com/stations/Bangkok%20Bus/Suan%20Chitralada,outbound,125
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,125
Mahidol University Salaya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahidol%20University%20Salaya,outbound,125
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,inbound,126
Chadrakasem Rajbhat University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Chadrakasem%20Rajbhat%20University,inbound,126
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,inbound,126
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,inbound,126
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,inbound,126
Rajamangala Stadium,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rajamangala%20Stadium,inbound,126
Rajamangala Stadium,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rajamangala%20Stadium,outbound,126
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,outbound,126
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,outbound,126
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,outbound,126
Chadrakasem Rajbhat University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Chadrakasem%20Rajbhat%20University,outbound,126
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,outbound,126
Wat Chong Lom,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chong%20Lom,inbound,127
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,127
Major Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Major%20Pinklao,inbound,127
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,inbound,127
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,inbound,127
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,outbound,127
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,outbound,127
Central Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20Pinklao,outbound,127
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,127
Wat Chong Lom,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chong%20Lom,outbound,127
Imperial Samrong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Imperial%20Samrong,inbound,129
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,inbound,129
Bang Na,http://www.transitbangkok.com/stations/BTS/Bang%20Na,inbound,129
"BITEC, Bang Na, Entrance 3",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%203,inbound,129
Viphawadi - Sutthisan Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Viphawadi%20-%20Sutthisan%20Intersection,inbound,129
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,inbound,129
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,inbound,129
Me Yo Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Me%20Yo%20Hospital,outbound,129
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,outbound,129
Viphawadi - Sutthisan Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Viphawadi%20-%20Sutthisan%20Intersection,outbound,129
"BITEC, Bang Na, Entrance 3",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%203,outbound,129
Bang Na,http://www.transitbangkok.com/stations/BTS/Bang%20Na,outbound,129
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,outbound,129
Imperial Samrong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Imperial%20Samrong,outbound,129
Bang Phli,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Phli,inbound,132
"BITEC, Bang Na, Entrance 1 and 2",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%201%20and%202,inbound,132
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,inbound,132
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,inbound,132
Punnawithi,http://www.transitbangkok.com/stations/BTS/Punnawithi,inbound,132
Bang Chak,http://www.transitbangkok.com/stations/BTS/Bang%20Chak,inbound,132
On Nut,http://www.transitbangkok.com/stations/BTS/On%20Nut,inbound,132
On Nut,http://www.transitbangkok.com/stations/BTS/On%20Nut,outbound,132
Bang Chak,http://www.transitbangkok.com/stations/BTS/Bang%20Chak,outbound,132
Punnawithi,http://www.transitbangkok.com/stations/BTS/Punnawithi,outbound,132
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,outbound,132
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,outbound,132
"BITEC, Bang Na, Entrance 1 and 2",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%201%20and%202,outbound,132
Bang Phli,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Phli,outbound,132
Bang Phli,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Phli,inbound,133
Phatthanakan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Phatthanakan,inbound,133
Phra Khanong,http://www.transitbangkok.com/stations/BTS/Phra%20Khanong,inbound,133
Phra Khanong,http://www.transitbangkok.com/stations/BTS/Phra%20Khanong,outbound,133
Phatthanakan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Phatthanakan,outbound,133
Bang Phli,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Phli,outbound,133
Tha It,http://www.transitbangkok.com/stations/Bangkok%20Bus/Tha%20It,inbound,134
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,134
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,134
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,inbound,134
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,outbound,134
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,134
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,outbound,134
Tha It,http://www.transitbangkok.com/stations/Bangkok%20Bus/Tha%20It,outbound,134
Queen Sirkit National Convention Center,http://www.transitbangkok.com/stations/Mrt/Queen%20Sirkit%20National%20Convention%20Center,inbound,136
Sukhumvit,http://www.transitbangkok.com/stations/Mrt/Sukhumvit,inbound,136
Phetchaburi,http://www.transitbangkok.com/stations/Mrt/Phetchaburi,inbound,136
Makkasan City Terminal,http://www.transitbangkok.com/stations/Airport%20Link/Makkasan%20City%20Terminal,inbound,136
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,inbound,136
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,inbound,136
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,inbound,136
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,inbound,136
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,inbound,136
Chadrakasem Rajbhat University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Chadrakasem%20Rajbhat%20University,inbound,136
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,inbound,136
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,136
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,136
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,inbound,136
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,outbound,136
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,136
Elephant Tower,http://www.transitbangkok.com/stations/Bangkok%20Bus/Elephant%20Tower,outbound,136
Chadrakasem Rajbhat University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Chadrakasem%20Rajbhat%20University,outbound,136
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,outbound,136
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,outbound,136
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,outbound,136
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,outbound,136
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,outbound,136
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,outbound,136
Makkasan City Terminal,http://www.transitbangkok.com/stations/Airport%20Link/Makkasan%20City%20Terminal,outbound,136
Phetchaburi,http://www.transitbangkok.com/stations/Mrt/Phetchaburi,outbound,136
Sukhumvit,http://www.transitbangkok.com/stations/Mrt/Sukhumvit,outbound,136
Queen Sirkit National Convention Center,http://www.transitbangkok.com/stations/Mrt/Queen%20Sirkit%20National%20Convention%20Center,outbound,136
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,inbound,137
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,inbound,137
The Mall Ramkhamhaeng,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Ramkhamhaeng,inbound,137
Wat Thepleela School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thepleela%20School,inbound,137
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,inbound,137
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,inbound,137
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,inbound,137
Lat Phrao,http://www.transitbangkok.com/stations/Mrt/Lat%20Phrao,inbound,137
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,inbound,137
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,inbound,137
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,inbound,137
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,inbound,137
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,outbound,137
Huai Khwang,http://www.transitbangkok.com/stations/Mrt/Huai%20Khwang,outbound,137
Sutthisan,http://www.transitbangkok.com/stations/Mrt/Sutthisan,outbound,137
Ratchadaphisek,http://www.transitbangkok.com/stations/Mrt/Ratchadaphisek,outbound,137
Lat Phrao,http://www.transitbangkok.com/stations/Mrt/Lat%20Phrao,outbound,137
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,outbound,137
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,outbound,137
Osotspa Company,http://www.transitbangkok.com/stations/Bangkok%20Bus/Osotspa%20Company,outbound,137
Wat Thepleela School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thepleela%20School,outbound,137
The Mall Ramkhamhaeng,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Ramkhamhaeng,outbound,137
Phra Ram 9,http://www.transitbangkok.com/stations/Mrt/Phra%20Ram%209,outbound,137
Thailand Cultural Center,http://www.transitbangkok.com/stations/Mrt/Thailand%20Cultural%20Center,outbound,137
Phra Pra Daeng Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Phra%20Pra%20Daeng%20Post%20Office,inbound,138
Viphawadi - Sutthisan Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Viphawadi%20-%20Sutthisan%20Intersection,inbound,138
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,138
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,138
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,inbound,138
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,inbound,138
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,outbound,138
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,outbound,138
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,outbound,138
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,outbound,138
Viphawadi - Sutthisan Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Viphawadi%20-%20Sutthisan%20Intersection,outbound,138
Phra Pra Daeng Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Phra%20Pra%20Daeng%20Post%20Office,outbound,138
Ramkhamhaeng University 2,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ramkhamhaeng%20University%202,inbound,139
"BITEC, Bang Na, Entrance 1 and 2",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%201%20and%202,inbound,139
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,inbound,139
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,inbound,139
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,inbound,139
Phaya Thai,http://www.transitbangkok.com/stations/BTS/Phaya%20Thai,inbound,139
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,139
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,139
Phaya Thai,http://www.transitbangkok.com/stations/BTS/Phaya%20Thai,outbound,139
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,outbound,139
Udom Suk Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udom%20Suk%20Post%20Office,outbound,139
Udomsuk - Sukhumvit Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Udomsuk%20-%20Sukhumvit%20Intersection,outbound,139
"BITEC, Bang Na, Entrance 1 and 2",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%201%20and%202,outbound,139
Ramkhamhaeng University 2,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ramkhamhaeng%20University%202,outbound,139
Mahachai Muangmai,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahachai%20Muangmai,inbound,140
Rama 2 Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rama%202%20Hospital,inbound,140
Wat Sarot School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sarot%20School,inbound,140
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,inbound,140
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,140
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,140
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,140
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,140
Phaya Thai,http://www.transitbangkok.com/stations/BTS/Phaya%20Thai,outbound,140
Panthip Plaza,http://www.transitbangkok.com/stations/Bangkok%20Bus/Panthip%20Plaza,outbound,140
Wat Sarot School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sarot%20School,outbound,140
Rama 2 Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rama%202%20Hospital,outbound,140
Mahachai Muangmai,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mahachai%20Muangmai,outbound,140
Ban Khaek Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ban%20Khaek%20Intersection,round,141
China Town,http://www.transitbangkok.com/stations/Bangkok%20Bus/China%20Town,round,141
Hua Lamphong,http://www.transitbangkok.com/stations/Mrt/Hua%20Lamphong,round,141
Sam Yan,http://www.transitbangkok.com/stations/Mrt/Sam%20Yan,round,141
Chulalongkorn Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20Hospital,round,141
Si Lom,http://www.transitbangkok.com/stations/Mrt/Si%20Lom,round,141
Lumphini,http://www.transitbangkok.com/stations/Mrt/Lumphini,round,141
Klong Toei,http://www.transitbangkok.com/stations/Mrt/Klong%20Toei,round,141
Rama 2 Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rama%202%20Hospital,inbound,142
Wat Sarot School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sarot%20School,inbound,142
"BITEC, Bang Na, Entrance 3",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%203,inbound,142
Bang Na,http://www.transitbangkok.com/stations/BTS/Bang%20Na,inbound,142
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,inbound,142
Imperial Samrong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Imperial%20Samrong,inbound,142
Pak Nam Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Nam%20Market,inbound,142
Pak Nam Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Nam%20Market,outbound,142
Imperial Samrong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Imperial%20Samrong,outbound,142
Bearing,http://www.transitbangkok.com/stations/BTS/Bearing,outbound,142
Bang Na,http://www.transitbangkok.com/stations/BTS/Bang%20Na,outbound,142
"BITEC, Bang Na, Entrance 3",http://www.transitbangkok.com/stations/Bangkok%20Bus/BITEC%2C%20Bang%20Na%2C%20Entrance%203,outbound,142
Wat Sarot School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sarot%20School,outbound,142
Rama 2 Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rama%202%20Hospital,outbound,142
Hua Takhe Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Hua%20Takhe%20Market,inbound,143
Wat Sriboonreung (Ramkhamhaeng Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sriboonreung%20%28Ramkhamhaeng%20Road%29,inbound,143
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,inbound,143
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,outbound,143
Wat Sriboonreung (Ramkhamhaeng Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sriboonreung%20%28Ramkhamhaeng%20Road%29,outbound,143
Hua Takhe Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Hua%20Takhe%20Market,outbound,143
Mochit 2 / Northeastern Bus Terminal,http://www.transitbangkok.com/stations/Bangkok%20Bus/Mochit%202%20_%20Northeastern%20Bus%20Terminal,inbound,145
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,inbound,145
Mo Chit,http://www.transitbangkok.com/stations/BTS/Mo%20Chit,inbound,145
Chatuchak Park,http://www.transitbangkok.com/stations/Mrt/Chatuchak%20Park,inbound,145
Lat Phrao,http://www.transitbangkok.com/stations/Mrt/Lat%20Phrao,inbound,145
Big C Lat Phrao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Big%20C%20Lat%20Phrao,inbound,145
The Mall Bang Kapi (Lat Phrao Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20Bang%20Kapi%20%28Lat%20Phrao%20Road%29,inbound,145
Hua Mak Station,http://www.transitbangkok.com/stations/Airport%20Link/Hua%20Mak%20Station,inbound,145
