station_name,station_link,type,bus_number
Bus stop for Phra Arthit Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Arthit%20Pier,inbound,53
Wat Sam Phraya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sam%20Phraya,inbound,53
Wat Sam Phraya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sam%20Phraya,outbound,53
Bus stop for Phra Arthit Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Arthit%20Pier,outbound,53
National Theatre,http://www.transitbangkok.com/stations/Bangkok%20Bus/National%20Theatre,outbound,53
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,outbound,53
Grand Palace (Maharat Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Grand%20Palace%20%28Maharat%20Road%29,outbound,53
Bus stop for Tha Thian Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Tha%20Thian%20Pier,outbound,53
Wat Po,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Po,outbound,53
Bobe Market Pier,http://www.transitbangkok.com/stations/Khlong/Bobe%20Market%20Pier,outbound,53
Department of Social Welfare,http://www.transitbangkok.com/stations/Bangkok%20Bus/Department%20of%20Social%20Welfare,outbound,53
United Nations (Ratchadamnoen Nok Avenue),http://www.transitbangkok.com/stations/Bangkok%20Bus/United%20Nations%20%28Ratchadamnoen%20Nok%20Avenue%29,outbound,53
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,outbound,53
Viphawadi - Sutthisan Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Viphawadi%20-%20Sutthisan%20Intersection,inbound,54
Ari,http://www.transitbangkok.com/stations/BTS/Ari,inbound,54
Sanam Pao,http://www.transitbangkok.com/stations/BTS/Sanam%20Pao,inbound,54
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,54
Phaya Thai,http://www.transitbangkok.com/stations/BTS/Phaya%20Thai,inbound,54
Ratchathewi,http://www.transitbangkok.com/stations/BTS/Ratchathewi,inbound,54
Siam,http://www.transitbangkok.com/stations/BTS/Siam,inbound,54
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,inbound,54
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,54
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,54
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,inbound,54
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,outbound,54
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,outbound,54
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,outbound,54
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,54
Siam,http://www.transitbangkok.com/stations/BTS/Siam,outbound,54
Ratchathewi,http://www.transitbangkok.com/stations/BTS/Ratchathewi,outbound,54
Phaya Thai,http://www.transitbangkok.com/stations/BTS/Phaya%20Thai,outbound,54
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,54
Sanam Pao,http://www.transitbangkok.com/stations/BTS/Sanam%20Pao,outbound,54
Ari,http://www.transitbangkok.com/stations/BTS/Ari,outbound,54
Viphawadi - Sutthisan Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Viphawadi%20-%20Sutthisan%20Intersection,outbound,54
Wat Chanasongkram School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chanasongkram%20School,inbound,56
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,inbound,56
Democracy Monument,http://www.transitbangkok.com/stations/Bangkok%20Bus/Democracy%20Monument,inbound,56
Wat Ratchanatdaram (Ratchadamnoen Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Ratchadamnoen%20Road%29,inbound,56
Ban Khaek Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ban%20Khaek%20Intersection,inbound,56
Pho Sam Ton Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pho%20Sam%20Ton%20Intersection,inbound,56
Sri Wichai Hospital 1,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sri%20Wichai%20Hospital%201,inbound,56
Ratchaphat Suan Su Nan Tha University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ratchaphat%20Suan%20Su%20Nan%20Tha%20University,inbound,56
Ratchaphat Suan Su Nan Tha University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ratchaphat%20Suan%20Su%20Nan%20Tha%20University,outbound,56
Sri Wichai Hospital 1,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sri%20Wichai%20Hospital%201,outbound,56
Pho Sam Ton Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pho%20Sam%20Ton%20Intersection,outbound,56
Ban Khaek Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ban%20Khaek%20Intersection,outbound,56
Wat Ratchanatdaram (Maha Chai Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Maha%20Chai%20Road%29,outbound,56
Wat Thaling Chan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaling%20Chan,inbound,57
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,57
Major Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Major%20Pinklao,inbound,57
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,inbound,57
Sutthawat - Arun Amarin Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sutthawat%20-%20Arun%20Amarin%20Intersection,inbound,57
Siriraj Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Siriraj%20Hospital,inbound,57
Wat Arun,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Arun,inbound,57
Pho Sam Ton Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pho%20Sam%20Ton%20Intersection,inbound,57
Ban Khaek Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ban%20Khaek%20Intersection,inbound,57
Taksin Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Taksin%20Hospital,inbound,57
Wong Wian Yai Railway Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wong%20Wian%20Yai%20Railway%20Station,inbound,57
Krung Thon Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Krung%20Thon%20Hospital,inbound,57
The Mall  Tha Phra,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20%20Tha%20Phra,inbound,57
Sri Wichai Hospital 1,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sri%20Wichai%20Hospital%201,inbound,57
Wat Thaling Chan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaling%20Chan,outbound,57
Sri Wichai Hospital 1,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sri%20Wichai%20Hospital%201,outbound,57
The Mall  Tha Phra,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20%20Tha%20Phra,outbound,57
Krung Thon Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Krung%20Thon%20Hospital,outbound,57
